location,date,vaccine,total_vaccinations,daily_vaccinations,iso3code
Argentina,2022-05-29,Sputnik V,20569916,323,ARG
Chile,2022-05-29,Pfizer/BioNTech,7985319,30,CHL
Chile,2022-05-29,Sinovac,25793823,88,CHL
Czechia,2022-05-29,Moderna,1599359,10,CZE
Czechia,2022-05-29,Novavax,7861,4,CZE
Czechia,2022-05-29,Pfizer/BioNTech,14729045,115,CZE
France,2022-05-29,Johnson&Johnson,1088962,2,FRA
France,2022-05-29,Moderna,23698698,115,FRA
France,2022-05-29,Novavax,20657,18,FRA
France,2022-05-29,Pfizer/BioNTech,111985935,2000,FRA
Germany,2022-05-29,Moderna,31107809,436,DEU
Germany,2022-05-29,Novavax,121706,109,DEU
Germany,2022-05-29,Pfizer/BioNTech,134075557,2073,DEU
Hong Kong,2022-05-29,Pfizer/BioNTech,10016964,28913,HKG
Hong Kong,2022-05-29,Sinovac,6942957,9315,HKG
Italy,2022-05-29,Moderna,34047921,1310,ITA
Italy,2022-05-29,Novavax,41391,1,ITA
Italy,2022-05-29,Pfizer/BioNTech,90006439,2998,ITA
Japan,2022-05-29,Moderna,64090720,31202,JPN
Japan,2022-05-29,Oxford/AstraZeneca,117438,2,JPN
Japan,2022-05-29,Pfizer/BioNTech,216716384,100443,JPN
Latvia,2022-05-29,Moderna,714602,1,LVA
Latvia,2022-05-29,Novavax,369,1,LVA
Latvia,2022-05-29,Pfizer/BioNTech,1620561,3,LVA
Nepal,2022-05-29,Johnson&Johnson,3544882,451,NPL
Nepal,2022-05-29,Moderna,6012034,12385,NPL
Nepal,2022-05-29,Oxford/AstraZeneca,12873848,37134,NPL
Nepal,2022-05-29,Pfizer/BioNTech,650414,1345,NPL
Nepal,2022-05-29,Sinopharm/Beijing,19821749,376,NPL
Peru,2022-05-29,Moderna,865630,27726,PER
Peru,2022-05-29,Pfizer/BioNTech,45776406,51216,PER
Peru,2022-05-29,Sinopharm/Beijing,20849317,3431,PER
Romania,2022-05-29,Johnson&Johnson,2053522,87,ROU
Romania,2022-05-29,Moderna,1008250,45,ROU
Romania,2022-05-29,Pfizer/BioNTech,12900451,1076,ROU
South Africa,2022-05-29,Johnson&Johnson,8799534,2534,ZAF
South Africa,2022-05-29,Pfizer/BioNTech,27216210,7540,ZAF
South Korea,2022-05-29,Moderna,24682668,27,KOR
South Korea,2022-05-29,Novavax,523843,33,KOR
South Korea,2022-05-29,Pfizer/BioNTech,78257704,243,KOR
Argentina,2022-05-30,CanSino,819395,3373,ARG
Argentina,2022-05-30,Moderna,8537476,115840,ARG
Argentina,2022-05-30,Oxford/AstraZeneca,26641250,12337,ARG
Argentina,2022-05-30,Pfizer/BioNTech,18010382,61528,ARG
Argentina,2022-05-30,Sinopharm/Beijing,28705425,3629,ARG
Argentina,2022-05-30,Sputnik V,20571824,1908,ARG
Chile,2022-05-30,Pfizer/BioNTech,7986735,1416,CHL
Chile,2022-05-30,Sinovac,25797816,3993,CHL
Czechia,2022-05-30,Johnson&Johnson,412814,7,CZE
Czechia,2022-05-30,Moderna,1599489,130,CZE
Czechia,2022-05-30,Novavax,7897,36,CZE
Czechia,2022-05-30,Oxford/AstraZeneca,887676,1,CZE
Czechia,2022-05-30,Pfizer/BioNTech,14730197,1152,CZE
France,2022-05-30,Johnson&Johnson,1088970,8,FRA
France,2022-05-30,Moderna,23700010,1312,FRA
France,2022-05-30,Novavax,20808,151,FRA
France,2022-05-30,Pfizer/BioNTech,112013643,27708,FRA
Germany,2022-05-30,Johnson&Johnson,3747032,17,DEU
Germany,2022-05-30,Moderna,31110800,2991,DEU
Germany,2022-05-30,Novavax,122008,302,DEU
Germany,2022-05-30,Pfizer/BioNTech,134097270,21713,DEU
Hong Kong,2022-05-30,Pfizer/BioNTech,10051196,34232,HKG
Hong Kong,2022-05-30,Sinovac,6968703,25746,HKG
Italy,2022-05-30,Moderna,34053283,5362,ITA
Italy,2022-05-30,Novavax,41439,48,ITA
Italy,2022-05-30,Pfizer/BioNTech,90026368,19929,ITA
Japan,2022-05-30,Moderna,64113812,23092,JPN
Japan,2022-05-30,Novavax,266,203,JPN
Japan,2022-05-30,Oxford/AstraZeneca,117443,5,JPN
Japan,2022-05-30,Pfizer/BioNTech,216821460,105076,JPN
Latvia,2022-05-30,Johnson&Johnson,293680,4,LVA
Latvia,2022-05-30,Moderna,714622,20,LVA
Latvia,2022-05-30,Pfizer/BioNTech,1620686,125,LVA
Nepal,2022-05-30,Johnson&Johnson,3545370,488,NPL
Nepal,2022-05-30,Moderna,6015290,3256,NPL
Nepal,2022-05-30,Oxford/AstraZeneca,12881301,7453,NPL
Nepal,2022-05-30,Pfizer/BioNTech,652490,2076,NPL
Nepal,2022-05-30,Sinopharm/Beijing,19822305,556,NPL
Peru,2022-05-30,Moderna,894590,28960,PER
Peru,2022-05-30,Oxford/AstraZeneca,7974735,1,PER
Peru,2022-05-30,Pfizer/BioNTech,45834160,57754,PER
Peru,2022-05-30,Sinopharm/Beijing,20854214,4897,PER
Romania,2022-05-30,Johnson&Johnson,2053609,87,ROU
Romania,2022-05-30,Moderna,1008295,45,ROU
Romania,2022-05-30,Pfizer/BioNTech,12901527,1076,ROU
South Africa,2022-05-30,Johnson&Johnson,8801193,1659,ZAF
South Africa,2022-05-30,Pfizer/BioNTech,27218883,2673,ZAF
South Korea,2022-05-30,Johnson&Johnson,1543803,5,KOR
South Korea,2022-05-30,Moderna,24686779,4111,KOR
South Korea,2022-05-30,Novavax,527169,3326,KOR
South Korea,2022-05-30,Pfizer/BioNTech,78283242,25538,KOR
Switzerland,2022-05-30,Johnson&Johnson,60919,7,CHE
Switzerland,2022-05-30,Moderna,9801105,524,CHE
Switzerland,2022-05-30,Pfizer/BioNTech,5846051,694,CHE
Uruguay,2022-05-30,Pfizer/BioNTech,2527335,886,URY
Uruguay,2022-05-30,Sinovac,3248154,1,URY
Argentina,2022-05-31,CanSino,823795,4400,ARG
Argentina,2022-05-31,Moderna,8641034,103558,ARG
Argentina,2022-05-31,Oxford/AstraZeneca,26651920,10670,ARG
Argentina,2022-05-31,Pfizer/BioNTech,18074476,64094,ARG
Argentina,2022-05-31,Sinopharm/Beijing,28708885,3460,ARG
Argentina,2022-05-31,Sputnik V,20575328,3504,ARG
Chile,2022-05-31,Pfizer/BioNTech,7988133,1398,CHL
Chile,2022-05-31,Sinovac,25802093,4277,CHL
Czechia,2022-05-31,Johnson&Johnson,412838,24,CZE
Czechia,2022-05-31,Moderna,1599653,164,CZE
Czechia,2022-05-31,Novavax,7937,40,CZE
Czechia,2022-05-31,Pfizer/BioNTech,14731546,1349,CZE
France,2022-05-31,Johnson&Johnson,1088973,3,FRA
France,2022-05-31,Moderna,23702060,2050,FRA
France,2022-05-31,Novavax,21009,201,FRA
France,2022-05-31,Pfizer/BioNTech,112060775,47132,FRA
Germany,2022-05-31,Johnson&Johnson,3747072,40,DEU
Germany,2022-05-31,Moderna,31116210,5410,DEU
Germany,2022-05-31,Novavax,122434,426,DEU
Germany,2022-05-31,Oxford/AstraZeneca,12796158,5,DEU
Germany,2022-05-31,Pfizer/BioNTech,134140158,42888,DEU
Hong Kong,2022-05-31,Pfizer/BioNTech,10087433,36237,HKG
Hong Kong,2022-05-31,Sinovac,6995175,26472,HKG
Italy,2022-05-31,Moderna,34059468,6185,ITA
Italy,2022-05-31,Novavax,41498,59,ITA
Italy,2022-05-31,Pfizer/BioNTech,90050044,23676,ITA
Japan,2022-05-31,Moderna,64137997,24185,JPN
Japan,2022-05-31,Novavax,575,309,JPN
Japan,2022-05-31,Oxford/AstraZeneca,117449,6,JPN
Japan,2022-05-31,Pfizer/BioNTech,216921064,99604,JPN
Latvia,2022-05-31,Johnson&Johnson,293682,2,LVA
Latvia,2022-05-31,Moderna,714658,36,LVA
Latvia,2022-05-31,Novavax,371,2,LVA
Latvia,2022-05-31,Pfizer/BioNTech,1620815,129,LVA
Peru,2022-05-31,Moderna,920707,26117,PER
Peru,2022-05-31,Oxford/AstraZeneca,7974736,1,PER
Peru,2022-05-31,Pfizer/BioNTech,45889357,55197,PER
Peru,2022-05-31,Sinopharm/Beijing,20858882,4668,PER
Romania,2022-05-31,Johnson&Johnson,2053696,87,ROU
Romania,2022-05-31,Moderna,1008340,45,ROU
Romania,2022-05-31,Pfizer/BioNTech,12902603,1076,ROU
South Africa,2022-05-31,Johnson&Johnson,8812452,11259,ZAF
South Africa,2022-05-31,Pfizer/BioNTech,27250833,31950,ZAF
South Korea,2022-05-31,Johnson&Johnson,1543806,3,KOR
South Korea,2022-05-31,Moderna,24690496,3717,KOR
South Korea,2022-05-31,Novavax,530422,3253,KOR
South Korea,2022-05-31,Oxford/AstraZeneca,20324551,3,KOR
South Korea,2022-05-31,Pfizer/BioNTech,78310392,27150,KOR
Switzerland,2022-05-31,Johnson&Johnson,60930,11,CHE
Switzerland,2022-05-31,Moderna,9801676,571,CHE
Switzerland,2022-05-31,Pfizer/BioNTech,5846679,628,CHE
United States,2022-05-31,Johnson&Johnson,18784785,4722,USA
United States,2022-05-31,Moderna,221575421,326314,USA
United States,2022-05-31,Pfizer/BioNTech,346423663,520161,USA
Uruguay,2022-05-31,Pfizer/BioNTech,2528399,1064,URY
Argentina,2022-06-01,CanSino,828594,4799,ARG
Argentina,2022-06-01,Moderna,8734937,93903,ARG
Argentina,2022-06-01,Oxford/AstraZeneca,26656745,4825,ARG
Argentina,2022-06-01,Pfizer/BioNTech,18125555,51079,ARG
Argentina,2022-06-01,Sinopharm/Beijing,28711753,2868,ARG
Argentina,2022-06-01,Sputnik V,20576983,1655,ARG
Chile,2022-06-01,Pfizer/BioNTech,7989594,1461,CHL
Chile,2022-06-01,Sinovac,25806143,4050,CHL
Czechia,2022-06-01,Johnson&Johnson,412844,6,CZE
Czechia,2022-06-01,Moderna,1599805,152,CZE
Czechia,2022-06-01,Novavax,7963,26,CZE
Czechia,2022-06-01,Pfizer/BioNTech,14733161,1615,CZE
France,2022-06-01,Johnson&Johnson,1088992,19,FRA
France,2022-06-01,Moderna,23703908,1848,FRA
France,2022-06-01,Novavax,21206,197,FRA
France,2022-06-01,Pfizer/BioNTech,112098942,38167,FRA
Germany,2022-06-01,Johnson&Johnson,3747118,46,DEU
Germany,2022-06-01,Moderna,31121131,4921,DEU
Germany,2022-06-01,Novavax,122743,309,DEU
Germany,2022-06-01,Oxford/AstraZeneca,12796164,6,DEU
Germany,2022-06-01,Pfizer/BioNTech,134184660,44502,DEU
Hong Kong,2022-06-01,Pfizer/BioNTech,10108305,20872,HKG
Hong Kong,2022-06-01,Sinovac,7012801,17626,HKG
Italy,2022-06-01,Johnson&Johnson,1507850,1,ITA
Italy,2022-06-01,Moderna,34064598,5130,ITA
Italy,2022-06-01,Novavax,41541,43,ITA
Italy,2022-06-01,Pfizer/BioNTech,90069162,19118,ITA
Japan,2022-06-01,Moderna,64157173,19176,JPN
Japan,2022-06-01,Novavax,1127,552,JPN
Japan,2022-06-01,Oxford/AstraZeneca,117455,6,JPN
Japan,2022-06-01,Pfizer/BioNTech,216990398,69334,JPN
Latvia,2022-06-01,Johnson&Johnson,293685,3,LVA
Latvia,2022-06-01,Moderna,714685,27,LVA
Latvia,2022-06-01,Pfizer/BioNTech,1620926,111,LVA
Nepal,2022-06-01,Johnson&Johnson,3561251,15881,NPL
Nepal,2022-06-01,Moderna,6127727,112437,NPL
Nepal,2022-06-01,Oxford/AstraZeneca,13015156,133855,NPL
Nepal,2022-06-01,Pfizer/BioNTech,678190,25700,NPL
Nepal,2022-06-01,Sinopharm/Beijing,19838189,15884,NPL
Peru,2022-06-01,Moderna,944468,23761,PER
Peru,2022-06-01,Pfizer/BioNTech,45933152,43795,PER
Peru,2022-06-01,Sinopharm/Beijing,20863593,4711,PER
Romania,2022-06-01,Johnson&Johnson,2053783,87,ROU
Romania,2022-06-01,Moderna,1008385,45,ROU
Romania,2022-06-01,Pfizer/BioNTech,12903679,1076,ROU
South Africa,2022-06-01,Johnson&Johnson,8823121,10669,ZAF
South Africa,2022-06-01,Pfizer/BioNTech,27282825,31992,ZAF
South Korea,2022-06-01,Moderna,24690885,389,KOR
South Korea,2022-06-01,Novavax,530782,360,KOR
South Korea,2022-06-01,Oxford/AstraZeneca,20324553,2,KOR
South Korea,2022-06-01,Pfizer/BioNTech,78313133,2741,KOR
Switzerland,2022-06-01,Johnson&Johnson,60962,32,CHE
Switzerland,2022-06-01,Moderna,9802510,834,CHE
Switzerland,2022-06-01,Pfizer/BioNTech,5848215,1536,CHE
United States,2022-06-01,Moderna,221748670,173249,USA
United States,2022-06-01,Pfizer/BioNTech,346708234,284571,USA
Uruguay,2022-06-01,Pfizer/BioNTech,2530079,1680,URY
Argentina,2022-06-02,CanSino,834939,6345,ARG
Argentina,2022-06-02,Moderna,8836062,101125,ARG
Argentina,2022-06-02,Oxford/AstraZeneca,26662091,5346,ARG
Argentina,2022-06-02,Pfizer/BioNTech,18167985,42430,ARG
Argentina,2022-06-02,Sinopharm/Beijing,28714844,3091,ARG
Argentina,2022-06-02,Sputnik V,20578794,1811,ARG
Chile,2022-06-02,Pfizer/BioNTech,7990979,1385,CHL
Chile,2022-06-02,Sinovac,25809661,3518,CHL
Czechia,2022-06-02,Moderna,1599958,153,CZE
Czechia,2022-06-02,Novavax,7986,23,CZE
Czechia,2022-06-02,Pfizer/BioNTech,14734701,1540,CZE
France,2022-06-02,Johnson&Johnson,1089002,10,FRA
France,2022-06-02,Moderna,23706197,2289,FRA
France,2022-06-02,Novavax,21366,160,FRA
France,2022-06-02,Pfizer/BioNTech,112147289,48347,FRA
Germany,2022-06-02,Johnson&Johnson,3747142,24,DEU
Germany,2022-06-02,Moderna,31127106,5975,DEU
Germany,2022-06-02,Novavax,123084,341,DEU
Germany,2022-06-02,Oxford/AstraZeneca,12796170,6,DEU
Germany,2022-06-02,Pfizer/BioNTech,134235168,50508,DEU
Hong Kong,2022-06-02,Pfizer/BioNTech,10130238,21933,HKG
Hong Kong,2022-06-02,Sinovac,7029834,17033,HKG
Italy,2022-06-02,Moderna,34065168,570,ITA
Italy,2022-06-02,Pfizer/BioNTech,90070016,854,ITA
Japan,2022-06-02,Moderna,64178400,21227,JPN
Japan,2022-06-02,Novavax,1493,366,JPN
Japan,2022-06-02,Oxford/AstraZeneca,117456,1,JPN
Japan,2022-06-02,Pfizer/BioNTech,217056596,66198,JPN
Latvia,2022-06-02,Johnson&Johnson,293690,5,LVA
Latvia,2022-06-02,Moderna,714705,20,LVA
Latvia,2022-06-02,Pfizer/BioNTech,1621067,141,LVA
Nepal,2022-06-02,Johnson&Johnson,3567873,6622,NPL
Nepal,2022-06-02,Moderna,6191548,63821,NPL
Nepal,2022-06-02,Oxford/AstraZeneca,13079031,63875,NPL
Nepal,2022-06-02,Pfizer/BioNTech,684525,6335,NPL
Nepal,2022-06-02,Sinopharm/Beijing,19841118,2929,NPL
Peru,2022-06-02,Moderna,971523,27055,PER
Peru,2022-06-02,Oxford/AstraZeneca,7974737,1,PER
Peru,2022-06-02,Pfizer/BioNTech,45977973,44821,PER
Peru,2022-06-02,Sinopharm/Beijing,20867675,4082,PER
Romania,2022-06-02,Johnson&Johnson,2053870,87,ROU
Romania,2022-06-02,Moderna,1008430,45,ROU
Romania,2022-06-02,Pfizer/BioNTech,12904755,1076,ROU
South Africa,2022-06-02,Johnson&Johnson,8834522,11401,ZAF
South Africa,2022-06-02,Pfizer/BioNTech,27314382,31557,ZAF
South Korea,2022-06-02,Johnson&Johnson,1543810,4,KOR
South Korea,2022-06-02,Moderna,24694152,3267,KOR
South Korea,2022-06-02,Novavax,533339,2557,KOR
South Korea,2022-06-02,Oxford/AstraZeneca,20324555,2,KOR
South Korea,2022-06-02,Pfizer/BioNTech,78334954,21821,KOR
Switzerland,2022-06-02,Johnson&Johnson,60977,15,CHE
Switzerland,2022-06-02,Moderna,9803051,541,CHE
Switzerland,2022-06-02,Pfizer/BioNTech,5848756,541,CHE
United States,2022-06-02,Moderna,221900078,151408,USA
United States,2022-06-02,Pfizer/BioNTech,346954221,245987,USA
Uruguay,2022-06-02,Pfizer/BioNTech,2531472,1393,URY
Uruguay,2022-06-02,Sinovac,3248155,1,URY
Argentina,2022-06-03,CanSino,840666,5727,ARG
Argentina,2022-06-03,Moderna,8949353,113291,ARG
Argentina,2022-06-03,Oxford/AstraZeneca,26667701,5610,ARG
Argentina,2022-06-03,Pfizer/BioNTech,18213827,45842,ARG
Argentina,2022-06-03,Sinopharm/Beijing,28718450,3606,ARG
Argentina,2022-06-03,Sputnik V,20579887,1093,ARG
Austria,2022-06-03,Johnson&Johnson,367596,47,AUT
Austria,2022-06-03,Moderna,1604765,780,AUT
Austria,2022-06-03,Novavax,9587,321,AUT
Austria,2022-06-03,Oxford/AstraZeneca,1592492,2,AUT
Austria,2022-06-03,Pfizer/BioNTech,14925783,20554,AUT
Belgium,2022-06-03,Johnson&Johnson,427631,18,BEL
Belgium,2022-06-03,Moderna,4289407,283,BEL
Belgium,2022-06-03,Novavax,242,7,BEL
Belgium,2022-06-03,Pfizer/BioNTech,17886413,82431,BEL
Bulgaria,2022-06-03,Johnson&Johnson,519962,449,BGR
Bulgaria,2022-06-03,Moderna,497209,98,BGR
Bulgaria,2022-06-03,Pfizer/BioNTech,2903788,2108,BGR
Chile,2022-06-03,Pfizer/BioNTech,7992202,1223,CHL
Chile,2022-06-03,Sinovac,25812618,2957,CHL
Croatia,2022-06-03,Johnson&Johnson,202986,104,HRV
Croatia,2022-06-03,Moderna,512313,71,HRV
Croatia,2022-06-03,Novavax,1141,24,HRV
Croatia,2022-06-03,Oxford/AstraZeneca,568460,1,HRV
Croatia,2022-06-03,Pfizer/BioNTech,3954144,961,HRV
Cyprus,2022-06-03,Moderna,197011,100,CYP
Cyprus,2022-06-03,Pfizer/BioNTech,1241877,935,CYP
Czechia,2022-06-03,Johnson&Johnson,412870,26,CZE
Czechia,2022-06-03,Moderna,1600135,177,CZE
Czechia,2022-06-03,Novavax,8058,72,CZE
Czechia,2022-06-03,Pfizer/BioNTech,14738042,3341,CZE
Denmark,2022-06-03,Johnson&Johnson,46451,6,DNK
Denmark,2022-06-03,Moderna,1714036,886,DNK
Denmark,2022-06-03,Oxford/AstraZeneca,155907,1,DNK
Denmark,2022-06-03,Pfizer/BioNTech,10274084,2532,DNK
Estonia,2022-06-03,Johnson&Johnson,78261,24,EST
Estonia,2022-06-03,Moderna,237695,148,EST
Estonia,2022-06-03,Novavax,877,22,EST
Estonia,2022-06-03,Oxford/AstraZeneca,238895,1,EST
Estonia,2022-06-03,Pfizer/BioNTech,1523246,1085,EST
Finland,2022-06-03,Moderna,1906242,926,FIN
Finland,2022-06-03,Pfizer/BioNTech,9383438,8530,FIN
France,2022-06-03,Johnson&Johnson,1089014,12,FRA
France,2022-06-03,Moderna,23708693,2496,FRA
France,2022-06-03,Novavax,21614,248,FRA
France,2022-06-03,Pfizer/BioNTech,112201350,54061,FRA
Germany,2022-06-03,Johnson&Johnson,3747164,22,DEU
Germany,2022-06-03,Moderna,31131918,4812,DEU
Germany,2022-06-03,Novavax,123474,390,DEU
Germany,2022-06-03,Oxford/AstraZeneca,12796176,6,DEU
Germany,2022-06-03,Pfizer/BioNTech,134272796,37628,DEU
Hong Kong,2022-06-03,Pfizer/BioNTech,10148059,17821,HKG
Hong Kong,2022-06-03,Sinovac,7036712,6878,HKG
Hungary,2022-06-03,Johnson&Johnson,339806,239,HUN
Hungary,2022-06-03,Moderna,1073347,285,HUN
Hungary,2022-06-03,Pfizer/BioNTech,9619721,3394,HUN
Hungary,2022-06-03,Sinopharm/Beijing,2310297,332,HUN
Ireland,2022-06-03,Johnson&Johnson,237054,2,IRL
Ireland,2022-06-03,Moderna,1428249,26653,IRL
Ireland,2022-06-03,Novavax,334,22,IRL
Ireland,2022-06-03,Pfizer/BioNTech,8312344,17405,IRL
Italy,2022-06-03,Moderna,34069305,4137,ITA
Italy,2022-06-03,Novavax,41565,24,ITA
Italy,2022-06-03,Pfizer/BioNTech,90085296,15280,ITA
Japan,2022-06-03,Moderna,64233225,54825,JPN
Japan,2022-06-03,Novavax,2771,1278,JPN
Japan,2022-06-03,Oxford/AstraZeneca,117457,1,JPN
Japan,2022-06-03,Pfizer/BioNTech,217243789,187193,JPN
Latvia,2022-06-03,Johnson&Johnson,293708,18,LVA
Latvia,2022-06-03,Moderna,714750,45,LVA
Latvia,2022-06-03,Pfizer/BioNTech,1621254,187,LVA
Lithuania,2022-06-03,Johnson&Johnson,295474,40,LTU
Lithuania,2022-06-03,Moderna,328830,44,LTU
Lithuania,2022-06-03,Pfizer/BioNTech,3312363,1017,LTU
Luxembourg,2022-06-03,Johnson&Johnson,41504,2,LUX
Luxembourg,2022-06-03,Moderna,311379,964,LUX
Luxembourg,2022-06-03,Novavax,392,9,LUX
Luxembourg,2022-06-03,Pfizer/BioNTech,706292,702,LUX
Malta,2022-06-03,Johnson&Johnson,32340,1,MLT
Malta,2022-06-03,Moderna,261886,3469,MLT
Malta,2022-06-03,Oxford/AstraZeneca,227832,3,MLT
Malta,2022-06-03,Pfizer/BioNTech,722914,1047,MLT
Nepal,2022-06-03,Johnson&Johnson,3573283,5410,NPL
Nepal,2022-06-03,Moderna,6216705,25157,NPL
Nepal,2022-06-03,Oxford/AstraZeneca,13121352,42321,NPL
Nepal,2022-06-03,Pfizer/BioNTech,692780,8255,NPL
Nepal,2022-06-03,Sinopharm/Beijing,19842388,1270,NPL
Netherlands,2022-06-03,Johnson&Johnson,754038,99,NLD
Netherlands,2022-06-03,Moderna,7952609,22096,NLD
Netherlands,2022-06-03,Novavax,1769,110,NLD
Netherlands,2022-06-03,Pfizer/BioNTech,22382136,21961,NLD
Norway,2022-06-03,Johnson&Johnson,7321,1,NOR
Norway,2022-06-03,Moderna,2272981,907,NOR
Norway,2022-06-03,Oxford/AstraZeneca,147830,2,NOR
Norway,2022-06-03,Pfizer/BioNTech,8902465,7181,NOR
Peru,2022-06-03,Moderna,1000810,29287,PER
Peru,2022-06-03,Pfizer/BioNTech,46025167,47194,PER
Peru,2022-06-03,Sinopharm/Beijing,20871556,3881,PER
Poland,2022-06-03,Johnson&Johnson,2706309,1320,POL
Poland,2022-06-03,Moderna,3652404,756,POL
Poland,2022-06-03,Novavax,10739,262,POL
Poland,2022-06-03,Oxford/AstraZeneca,5289015,3,POL
Poland,2022-06-03,Pfizer/BioNTech,38924249,18581,POL
Portugal,2022-06-03,Johnson&Johnson,1136589,28,PRT
Portugal,2022-06-03,Moderna,3645577,9693,PRT
Portugal,2022-06-03,Oxford/AstraZeneca,2265551,13,PRT
Portugal,2022-06-03,Pfizer/BioNTech,15514439,148790,PRT
Portugal,2022-06-03,Sinovac,6069,1,PRT
Romania,2022-06-03,Johnson&Johnson,2053957,87,ROU
Romania,2022-06-03,Moderna,1008475,45,ROU
Romania,2022-06-03,Pfizer/BioNTech,12905831,1076,ROU
Slovakia,2022-06-03,Johnson&Johnson,184953,19,SVK
Slovakia,2022-06-03,Moderna,673806,42,SVK
Slovakia,2022-06-03,Novavax,1479,30,SVK
Slovakia,2022-06-03,Pfizer/BioNTech,5117557,681,SVK
Slovenia,2022-06-03,Johnson&Johnson,135944,1,SVN
Slovenia,2022-06-03,Moderna,236665,27,SVN
Slovenia,2022-06-03,Novavax,140,5,SVN
Slovenia,2022-06-03,Pfizer/BioNTech,2251127,675,SVN
South Africa,2022-06-03,Johnson&Johnson,8845693,11171,ZAF
South Africa,2022-06-03,Pfizer/BioNTech,27346323,31941,ZAF
South Korea,2022-06-03,Johnson&Johnson,1543823,13,KOR
South Korea,2022-06-03,Moderna,24700005,5853,KOR
South Korea,2022-06-03,Novavax,538385,5046,KOR
South Korea,2022-06-03,Oxford/AstraZeneca,20324557,2,KOR
South Korea,2022-06-03,Pfizer/BioNTech,78376346,41392,KOR
Spain,2022-06-03,Moderna,23932740,25815,ESP
Spain,2022-06-03,Oxford/AstraZeneca,9793294,1,ESP
Spain,2022-06-03,Pfizer/BioNTech,66265659,73864,ESP
Sweden,2022-06-03,Moderna,4050024,14012,SWE
Sweden,2022-06-03,Novavax,5700,190,SWE
Sweden,2022-06-03,Pfizer/BioNTech,15961598,44622,SWE
Switzerland,2022-06-03,Johnson&Johnson,60989,12,CHE
Switzerland,2022-06-03,Moderna,9804003,952,CHE
Switzerland,2022-06-03,Pfizer/BioNTech,5849904,1148,CHE
United States,2022-06-03,Johnson&Johnson,18786228,1443,USA
United States,2022-06-03,Moderna,221994751,94673,USA
United States,2022-06-03,Pfizer/BioNTech,347113595,159374,USA
Uruguay,2022-06-03,Pfizer/BioNTech,2532531,1059,URY
Argentina,2022-06-04,CanSino,841653,987,ARG
Argentina,2022-06-04,Moderna,8979517,30164,ARG
Argentina,2022-06-04,Oxford/AstraZeneca,26668667,966,ARG
Argentina,2022-06-04,Pfizer/BioNTech,18223210,9383,ARG
Argentina,2022-06-04,Sinopharm/Beijing,28719329,879,ARG
Argentina,2022-06-04,Sputnik V,20580133,246,ARG
Chile,2022-06-04,Pfizer/BioNTech,7992488,286,CHL
Chile,2022-06-04,Sinovac,25813448,830,CHL
Czechia,2022-06-04,Johnson&Johnson,412873,3,CZE
Czechia,2022-06-04,Moderna,1600159,24,CZE
Czechia,2022-06-04,Novavax,8069,11,CZE
Czechia,2022-06-04,Pfizer/BioNTech,14738480,438,CZE
France,2022-06-04,Johnson&Johnson,1089016,2,FRA
France,2022-06-04,Moderna,23709569,876,FRA
France,2022-06-04,Novavax,21738,124,FRA
France,2022-06-04,Pfizer/BioNTech,112216969,15619,FRA
Germany,2022-06-04,Johnson&Johnson,3747172,8,DEU
Germany,2022-06-04,Moderna,31133186,1268,DEU
Germany,2022-06-04,Novavax,123664,190,DEU
Germany,2022-06-04,Oxford/AstraZeneca,12796178,2,DEU
Germany,2022-06-04,Pfizer/BioNTech,134279083,6287,DEU
Hong Kong,2022-06-04,Pfizer/BioNTech,10173024,24965,HKG
Hong Kong,2022-06-04,Sinovac,7049327,12615,HKG
Italy,2022-06-04,Moderna,34072554,3249,ITA
Italy,2022-06-04,Novavax,41599,34,ITA
Italy,2022-06-04,Pfizer/BioNTech,90094147,8851,ITA
Japan,2022-06-04,Moderna,64283214,49989,JPN
Japan,2022-06-04,Novavax,4484,1713,JPN
Japan,2022-06-04,Oxford/AstraZeneca,117459,2,JPN
Japan,2022-06-04,Pfizer/BioNTech,217487343,243554,JPN
Latvia,2022-06-04,Johnson&Johnson,293709,1,LVA
Latvia,2022-06-04,Moderna,714757,7,LVA
Latvia,2022-06-04,Pfizer/BioNTech,1621275,21,LVA
Nepal,2022-06-04,Johnson&Johnson,3576281,2998,NPL
Nepal,2022-06-04,Moderna,6267989,51284,NPL
Nepal,2022-06-04,Oxford/AstraZeneca,13201867,80515,NPL
Nepal,2022-06-04,Pfizer/BioNTech,736396,43616,NPL
Nepal,2022-06-04,Sinopharm/Beijing,19848496,6108,NPL
Peru,2022-06-04,Moderna,1035970,35160,PER
Peru,2022-06-04,Pfizer/BioNTech,46077208,52041,PER
Peru,2022-06-04,Sinopharm/Beijing,20875344,3788,PER
Romania,2022-06-04,Johnson&Johnson,2054044,87,ROU
Romania,2022-06-04,Moderna,1008520,45,ROU
Romania,2022-06-04,Pfizer/BioNTech,12906907,1076,ROU
South Africa,2022-06-04,Johnson&Johnson,8855326,9633,ZAF
South Africa,2022-06-04,Pfizer/BioNTech,27375590,29267,ZAF
South Korea,2022-06-04,Johnson&Johnson,1543824,1,KOR
South Korea,2022-06-04,Moderna,24701435,1430,KOR
South Korea,2022-06-04,Novavax,539674,1289,KOR
South Korea,2022-06-04,Oxford/AstraZeneca,20324558,1,KOR
South Korea,2022-06-04,Pfizer/BioNTech,78387275,10929,KOR
