Indicator,periodval,data_source,country_code,Date,pop,dftype,Counts,Rate,tabtitlex
Deaths,7 days,WHO,SGP,2021-09-09,5866139,cross,1,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SHN,2021-09-09,7915,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SLB,2021-09-09,690598,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SLE,2021-09-09,6807277,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SLV,2021-09-09,6528135,cross,60,0.9,Deaths reported in the past 7 days
Deaths,7 days,WHO,SMR,2021-09-09,34467,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SOM,2021-09-09,12094640,cross,28,0.2,Deaths reported in the past 7 days
Deaths,7 days,WHO,SPM,2021-09-09,5321,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SRB,2021-09-09,6974289,cross,138,2,Deaths reported in the past 7 days
Deaths,7 days,WHO,SSD,2021-09-09,10984074,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,STP,2021-09-09,213948,cross,1,0.5,Deaths reported in the past 7 days
Deaths,7 days,WHO,SUR,2021-09-09,614749,cross,22,3.6,Deaths reported in the past 7 days
Deaths,7 days,WHO,SVK,2021-09-09,5436066,cross,8,0.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,SVN,2021-09-09,2102106,cross,2,0.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,SWE,2021-09-09,10261767,cross,5,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,SWZ,2021-09-09,1113276,cross,51,4.6,Deaths reported in the past 7 days
Deaths,7 days,WHO,SXM,2021-09-09,44564,cross,6,13.5,Deaths reported in the past 7 days
Deaths,7 days,WHO,SYC,2021-09-09,96387,cross,4,4.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,SYR,2021-09-09,20384316,cross,31,0.2,Deaths reported in the past 7 days
Deaths,7 days,WHO,TCA,2021-09-09,57196,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TCD,2021-09-09,17414108,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TGO,2021-09-09,8283189,cross,18,0.2,Deaths reported in the past 7 days
Deaths,7 days,WHO,THA,2021-09-09,69480520,cross,1628,2.3,Deaths reported in the past 7 days
Deaths,7 days,WHO,TJK,2021-09-09,8990874,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TKL,2021-09-09,1647,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TKM,2021-09-09,5579889,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TLS,2021-09-09,1413958,cross,14,1,Deaths reported in the past 7 days
Deaths,7 days,WHO,TON,2021-09-09,105780,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TTO,2021-09-09,1221047,cross,51,4.2,Deaths reported in the past 7 days
Deaths,7 days,WHO,TUN,2021-09-09,11811335,cross,503,4.3,Deaths reported in the past 7 days
Deaths,7 days,WHO,TUR,2021-09-09,82482383,cross,1913,2.3,Deaths reported in the past 7 days
Deaths,7 days,WHO,TUV,2021-09-09,11448,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TWN,2021-09-09,23572052,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,TZA,2021-09-09,62092761,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,UGA,2021-09-09,44712143,cross,8,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,UKR,2021-09-09,43745640,cross,298,0.7,Deaths reported in the past 7 days
Deaths,7 days,WHO,URY,2021-09-09,3398239,cross,5,0.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,USA,2021-09-09,334998398,cross,10525,3.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,UZB,2021-09-09,30842796,cross,44,0.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,VAT,2021-09-09,1000,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,VCT,2021-09-09,101145,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,VEN,2021-09-09,29069153,cross,107,0.4,Deaths reported in the past 7 days
Deaths,7 days,WHO,VGB,2021-09-09,37891,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,VIR,2021-09-09,0,cross,8,,Deaths reported in the past 7 days
Deaths,7 days,WHO,VNM,2021-09-09,102789598,cross,2267,2.2,Deaths reported in the past 7 days
Deaths,7 days,WHO,VUT,2021-09-09,303009,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,WLF,2021-09-09,15851,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,WSM,2021-09-09,204898,cross,0,0,Deaths reported in the past 7 days
Deaths,7 days,WHO,XKX,2021-09-09,1935259,cross,183,9.5,Deaths reported in the past 7 days
Deaths,7 days,WHO,YEM,2021-09-09,30399243,cross,54,0.2,Deaths reported in the past 7 days
Deaths,7 days,WHO,ZAF,2021-09-09,56978635,cross,1656,2.9,Deaths reported in the past 7 days
Deaths,7 days,WHO,ZMB,2021-09-09,19077816,cross,17,0.1,Deaths reported in the past 7 days
Deaths,7 days,WHO,ZWE,2021-09-09,14829988,cross,79,0.5,Deaths reported in the past 7 days
Deaths,Cumulative,JHU,ABW,2021-09-09,120917,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AFG,2021-09-09,37466414,cross,7157,19.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AGO,2021-09-09,33642646,cross,1313,3.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AIA,2021-09-09,18403,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ALB,2021-09-09,3088385,cross,2531,82,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AND,2021-09-09,85645,cross,130,151.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ARE,2021-09-09,9856612,cross,2057,20.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ARG,2021-09-09,45864941,cross,113099,246.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ARM,2021-09-09,3011609,cross,4968,165,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ASM,2021-09-09,46366,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ATG,2021-09-09,99175,cross,47,47.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AUS,2021-09-09,25809973,cross,1076,4.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AUT,2021-09-09,8884864,cross,10822,121.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,AZE,2021-09-09,10282283,cross,5920,57.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BDI,2021-09-09,12241065,cross,38,0.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BEL,2021-09-09,11778842,cross,25447,216,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BEN,2021-09-09,13301694,cross,141,1.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BES,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BFA,2021-09-09,21382659,cross,171,0.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BGD,2021-09-09,164098818,cross,26794,16.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BGR,2021-09-09,6919180,cross,19387,280.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BHR,2021-09-09,1526929,cross,1388,90.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BHS,2021-09-09,352655,cross,453,128.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BIH,2021-09-09,3824782,cross,9976,260.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BLM,2021-09-09,7116,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BLR,2021-09-09,9441842,cross,3882,41.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BLZ,2021-09-09,405633,cross,373,92,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BMU,2021-09-09,72084,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BOL,2021-09-09,11758869,cross,18541,157.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BRA,2021-09-09,213445417,cross,585174,274.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BRB,2021-09-09,301865,cross,51,16.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BRN,2021-09-09,471103,cross,17,3.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BTN,2021-09-09,857423,cross,3,0.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,BWA,2021-09-09,2350667,cross,2325,98.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CAF,2021-09-09,5357984,cross,100,1.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CAN,2021-09-09,37943231,cross,27190,71.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CHE,2021-09-09,8453550,cross,10945,129.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CHL,2021-09-09,18307925,cross,37159,203,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CHN,2021-09-09,1397897720,cross,4636,0.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CIV,2021-09-09,28088455,cross,492,1.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CMR,2021-09-09,28524175,cross,1357,4.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,COD,2021-09-09,105044646,cross,1068,1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,COG,2021-09-09,5417414,cross,183,3.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,COK,2021-09-09,8327,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,COL,2021-09-09,50355650,cross,125480,249.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,COM,2021-09-09,864335,cross,147,17,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CPV,2021-09-09,589451,cross,318,53.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CRI,2021-09-09,5151140,cross,5721,111.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CUB,2021-09-09,11032343,cross,6056,54.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CUW,2021-09-09,151885,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CYM,2021-09-09,63131,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CYP,2021-09-09,1281506,cross,526,41,Cumulative Deaths reported 
Deaths,Cumulative,JHU,CZE,2021-09-09,10702596,cross,30413,284.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,DEU,2021-09-09,79903481,cross,92559,115.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,DJI,2021-09-09,938413,cross,157,16.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,DMA,2021-09-09,74584,cross,6,8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,DNK,2021-09-09,5894687,cross,2606,44.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,DOM,2021-09-09,10597348,cross,4014,37.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,DZA,2021-09-09,43576691,cross,5519,12.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ECU,2021-09-09,17093159,cross,32391,189.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,EGY,2021-09-09,106437241,cross,16836,15.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ERI,2021-09-09,6147398,cross,40,0.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ESP,2021-09-09,47260584,cross,85218,180.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,EST,2021-09-09,1220042,cross,1307,107.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ETH,2021-09-09,110871031,cross,4857,4.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,FIN,2021-09-09,5587442,cross,1042,18.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,FJI,2021-09-09,939535,cross,533,56.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,FLK,2021-09-09,3198,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,FRA,2021-09-09,68084217,cross,115941,170.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,FRO,2021-09-09,51943,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,FSM,2021-09-09,101675,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GAB,2021-09-09,2284912,cross,169,7.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GBR,2021-09-09,67081000,cross,134166,200,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GEO,2021-09-09,4933674,cross,8035,162.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GGY,2021-09-09,67334,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GHA,2021-09-09,32372889,cross,1084,3.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GIB,2021-09-09,29516,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GIN,2021-09-09,12877894,cross,363,2.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GLP,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GMB,2021-09-09,2221301,cross,328,14.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GNB,2021-09-09,1976187,cross,124,6.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GNQ,2021-09-09,857008,cross,129,15.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GRC,2021-09-09,10569703,cross,14060,133,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GRD,2021-09-09,113570,cross,14,12.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GRL,2021-09-09,57799,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GTM,2021-09-09,17422821,cross,12544,72,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GUF,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GUM,2021-09-09,168801,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,GUY,2021-09-09,787971,cross,659,83.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,HKG,2021-09-09,7263234,cross,212,2.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,HND,2021-09-09,9346277,cross,9224,98.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,HRV,2021-09-09,4208973,cross,8405,199.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,HTI,2021-09-09,11198240,cross,588,5.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,HUN,2021-09-09,9728337,cross,30080,309.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,IDN,2021-09-09,275122131,cross,138116,50.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,IMN,2021-09-09,90895,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,IND,2021-09-09,1339330514,cross,442009,33,Cumulative Deaths reported 
Deaths,Cumulative,JHU,IRL,2021-09-09,5224884,cross,5155,98.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,IRN,2021-09-09,85888910,cross,112935,131.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,IRQ,2021-09-09,39650145,cross,21333,53.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ISL,2021-09-09,354234,cross,33,9.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ISR,2021-09-09,8787045,cross,7313,83.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ITA,2021-09-09,62390364,cross,129766,208,Cumulative Deaths reported 
Deaths,Cumulative,JHU,JAM,2021-09-09,2816602,cross,1685,59.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,JEY,2021-09-09,101476,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,JOR,2021-09-09,10909567,cross,10501,96.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,JPN,2021-09-09,124687293,cross,16649,13.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KAZ,2021-09-09,19245793,cross,14423,74.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KEN,2021-09-09,54685051,cross,4864,8.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KGZ,2021-09-09,6018789,cross,2563,42.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KHM,2021-09-09,17304363,cross,2007,11.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KIR,2021-09-09,113001,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KNA,2021-09-09,54149,cross,5,9.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KOR,2021-09-09,51715162,cross,2348,4.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,KWT,2021-09-09,3032065,cross,2428,80.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LAO,2021-09-09,7574356,cross,16,0.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LBN,2021-09-09,5261372,cross,8157,155,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LBR,2021-09-09,5214030,cross,245,4.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LBY,2021-09-09,7017224,cross,4397,62.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LCA,2021-09-09,166637,cross,128,76.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LIE,2021-09-09,39425,cross,59,149.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LKA,2021-09-09,23044123,cross,10864,47.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LSO,2021-09-09,2177740,cross,403,18.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LTU,2021-09-09,2711566,cross,4641,171.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LUX,2021-09-09,639589,cross,833,130.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,LVA,2021-09-09,1862687,cross,2598,139.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MAC,2021-09-09,630396,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MAF,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MAR,2021-09-09,36561813,cross,13370,36.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MCO,2021-09-09,31223,cross,33,105.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MDA,2021-09-09,3323875,cross,6478,194.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MDG,2021-09-09,27534354,cross,957,3.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MDV,2021-09-09,390669,cross,227,58.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MEX,2021-09-09,130207371,cross,266150,204.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MHL,2021-09-09,78831,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MKD,2021-09-09,2128262,cross,6184,290.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MLI,2021-09-09,20137527,cross,542,2.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MLT,2021-09-09,460891,cross,446,96.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MMR,2021-09-09,57069099,cross,16265,28.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MNE,2021-09-09,607414,cross,1785,293.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MNG,2021-09-09,3198913,cross,992,31,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MNP,2021-09-09,51659,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MOZ,2021-09-09,30888034,cross,1891,6.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MRT,2021-09-09,4079284,cross,743,18.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MSR,2021-09-09,5387,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MTQ,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MUS,2021-09-09,1386129,cross,37,2.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MWI,2021-09-09,20308502,cross,2229,11,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MYS,2021-09-09,33519406,cross,19486,58.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,MYT,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NAM,2021-09-09,2678191,cross,3422,127.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NCL,2021-09-09,293608,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NER,2021-09-09,23605767,cross,199,0.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NGA,2021-09-09,219463862,cross,2585,1.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NIC,2021-09-09,6243931,cross,201,3.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NIU,2021-09-09,2000,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NLD,2021-09-09,17337403,cross,18439,106.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NOR,2021-09-09,5509591,cross,827,15,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NPL,2021-09-09,30424878,cross,10903,35.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NRU,2021-09-09,9770,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,NZL,2021-09-09,4991442,cross,27,0.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,OMN,2021-09-09,3694755,cross,4084,110.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,OTH,2021-09-09,0,cross,15,,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PAK,2021-09-09,238181034,cross,26580,11.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PAN,2021-09-09,3928646,cross,7112,181,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PCN,2021-09-09,50,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PER,2021-09-09,32201224,cross,198621,616.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PHL,2021-09-09,110818325,cross,34733,31.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PLW,2021-09-09,21613,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PNG,2021-09-09,7399757,cross,194,2.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,POL,2021-09-09,38185913,cross,75409,197.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PRI,2021-09-09,3142779,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PRK,2021-09-09,25831360,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PRT,2021-09-09,10263850,cross,17836,173.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PRY,2021-09-09,7272639,cross,16028,220.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PSE,2021-09-09,4906308,cross,3780,77,Cumulative Deaths reported 
Deaths,Cumulative,JHU,PYF,2021-09-09,297154,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,QAT,2021-09-09,2479995,cross,604,24.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,REU,2021-09-09,0,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,ROU,2021-09-09,21230362,cross,34871,164.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,RUS,2021-09-09,142320790,cross,186999,131.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,RWA,2021-09-09,12943132,cross,1153,8.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SAU,2021-09-09,34783757,cross,8604,24.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SDN,2021-09-09,46751152,cross,2837,6.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SEN,2021-09-09,16082442,cross,1825,11.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SGP,2021-09-09,5866139,cross,57,1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SHN,2021-09-09,7915,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SLB,2021-09-09,690598,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SLE,2021-09-09,6807277,cross,121,1.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SLV,2021-09-09,6528135,cross,2995,45.9,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SMR,2021-09-09,34467,cross,90,261.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SOM,2021-09-09,12094640,cross,1017,8.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SPM,2021-09-09,5321,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SRB,2021-09-09,6974289,cross,7468,107.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SSD,2021-09-09,10984074,cross,120,1.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,STP,2021-09-09,213948,cross,39,18.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SUR,2021-09-09,614749,cross,752,122.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SVK,2021-09-09,5436066,cross,12556,231,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SVN,2021-09-09,2102106,cross,4462,212.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SWE,2021-09-09,10261767,cross,14702,143.3,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SWZ,2021-09-09,1113276,cross,1166,104.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SXM,2021-09-09,44564,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SYC,2021-09-09,96387,cross,106,110,Cumulative Deaths reported 
Deaths,Cumulative,JHU,SYR,2021-09-09,20384316,cross,2060,10.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TCA,2021-09-09,57196,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TCD,2021-09-09,17414108,cross,174,1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TGO,2021-09-09,8283189,cross,203,2.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,THA,2021-09-09,69480520,cross,13731,19.8,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TJK,2021-09-09,8990874,cross,125,1.4,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TKL,2021-09-09,1647,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TKM,2021-09-09,5579889,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TLS,2021-09-09,1413958,cross,88,6.2,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TON,2021-09-09,105780,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TTO,2021-09-09,1221047,cross,1350,110.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TUN,2021-09-09,11811335,cross,24041,203.5,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TUR,2021-09-09,82482383,cross,59170,71.7,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TUV,2021-09-09,11448,cross,0,0,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TWN,2021-09-09,23572052,cross,838,3.6,Cumulative Deaths reported 
Deaths,Cumulative,JHU,TZA,2021-09-09,62092761,cross,50,0.1,Cumulative Deaths reported 
Deaths,Cumulative,JHU,UGA,2021-09-09,44712143,cross,3074,6.9,Cumulative Deaths reported 
